file_name,img_width,img_height,text
IX-HCP - DERM Animated Banner PASI100_2020_p16-64.png,445,4673,"INDICATION AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non- radiographic axial spondyloarthritis (nr-axSpA) with objective signs of inflammation. Taltz is also indicated for patients aged 6 years or older with moderate- to-severe plaque psoriasis (Ps0) who are candidates for systemic therapy or phototherapy.  CONTRAINDICATIONS  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction, such as anaphylaxis, to ixekizumab or to any of the excipients.  WARNINGS AND PRECAUTIONS  Infections  Taltz may increase the risk of infection. In clinical trials of adult patients with plaque psoriasis, the Taltz group had a higher rate of infections than the placebo group (27% vs 23%). A similar increase in risk of infection was seen in placebo-controlled trials of adult patients with psoriatic arthritis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, and pediatric patients with plaque psoriasis. Serious infections have occurred. Instruct patients to seek medical advice if signs or symptoms of clinically important chronic or acute infection occur. If a serious infection develops, discontinue Taltz until the infection resolves.  Pre-Treatment Evaluation for Tuberculosis  Evaluate patients for tuberculosis (TB) infection prior to initiating treatment with Taltz. Do not administer to patients with active TB infection. Initiate treatment of latent TB prior to administering Taltz. Closely monitor patients receiving Taltz for signs and symptoms of active TB during and after treatment.  Hypersensitivity  Serious hypersensitivity reactions, including angioedema and urticaria (each 50.1%), occurred in the Taltz group in clinical trials. Anaphylaxis, including cases leading to hospitalization, has been reported in post- marketing use with Taltz. If a serious hypersensitivity reaction occurs, discontinue Taltz immediately and initiate appropriate therapy.  Inflammatory Bowel Disease  Patients treated with Taltz may be at an increased risk of inflammatory bowel disease. In clinical trials, Crohn’s disease and ulcerative colitis, including exacerbations, occurred at a greater frequency in the Taltz group than the placebo group. During Taltz treatment, monitor patients for onset or exacerbations of inflammatory bowel disease and if IBD occurs, discontinue Taltz and initiate appropriate medical management.  Immunizations  Prior to initiating therapy with Taltz, consider completion of all age-appropriate immunizations according to current immunization guidelines. Avoid use of live vaccines in patients treated with Taltz.  ADVERSE REACTIONS  Most common adverse reactions (21%) associated with Taltz treatment are injection site reactions, upper respiratory tract infections, nausea, and tinea infections. Overall, the safety profiles observed in adult patients with psoriatic arthritis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, and pediatric patients with plaque psoriasis were consistent with the safety profile in adult patients with plaque psoriasis, with the exception of influenza and conjunctivitis in psoriatic arthritis and conjunctivitis, influenza, and urticaria in pediatric psoriasis.  Please click to access the Prescribing Information and Medication Guide. Please see Instructions for Use included with the device.  |X HCP ISI 07MAY2020  Taltz® is a registered trademark owned or licensed by Eli Lilly and Company, its subsidiaries, and affiliates.  PP-lX-US-3858 08/2020 ©Lilly USA, LLC 2020. All rights reserved.  55%"
IX-HCP-DERM 17 vs 23 Banner - 2022_p1-4.png,480,1800,"taltzm  Iixekizumab njection 80 mg/mL  against  an lL-23 antagonist        mun-u.- INDICATIONS AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for patients aged 6 years or older with moderate-to-severe plaque psoriasis IszOj: who are candidates for systemic therapy or phototherapy Taltz is also indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis IAS‘I and for adults with"
IX-HCP-DERM 17 vs 23 Banner - 2022_p2-8.png,480,1800,"taltzm  Iixekizumab njection 80 mg/mL  and a TNFi        mum INDICATIONS AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for patients aged 6 years or older with moderate-to-severe plaque psoriasis IszOj: who are candidates for systemic therapy or phototherapy Taltz is also indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis IAS‘I and for adults with"
IX-HCP-DERM 17 vs 23 Banner - 2022_p3-12.png,900,750,"talt‘E  iar‘I‘iJisim! i: ii' a IN  80 Ina/ml.  See how this IL-17A  antagonist performed  mm- INDICATION 5 AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for patients aged 6 years or older with moderatedo-severe plaque psoriasis iPsO) who are candidates for systemic therapy or phototherapy, Taltz  ic :lcn indirafad fnr :riixlfc with :r‘fiua ncnriafir arthritic"
IX-HCP-DERM 17 vs 23 Banner - 2022_p4-16.png,900,750,"talt‘E  wriI-i‘iditili‘ii»:i W  80 mil/mi.  against an lL-23 antagonist  mun-u- INDICATION 5 AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for patients aged 6 years or older with moderate‘to-severe plaque psoriasis iPsO) who are candidates for systemic therapy or phototherapy, Taltz  ic :lcn indiratnd for :riiilic with :r‘fiua ncnriafir arthritic"
IX-HCP-DERM 17 vs 23 Banner - 2022_p5-20.png,900,750,"talt‘E  w‘I-ixisiiuiii‘ii»:i W  80 mil/ml.  and a TNFi  mun-u- INDICATION 5 AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for patients aged 6 years or older with moderate‘to-severe plaque psoriasis iPsO) who are candidates for systemic therapy or phototherapy, Taitz  ic :lcn indiratnd for :rinlic with :r‘fiua ncnriafir arthritic"
IX-HCP-DERM 17 vs 23 Banner - 2022_p6-24.png,900,1800,"talt“z‘-  lfxeklz‘umabl ‘lleCIlOll 80 mg/mL  See how this lL-17A  antagonist performed        mm INDICATION S AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for patients aged 6 years or older with moderate~to—severe plaque psoriasis (Psti who are candidates for systemic therapy or phototherapy, Taltz is also indicated for adults with active psoriatic arthritis (PEA). for adults with active anlwlosing spondylitis (AS). and for adults with active non-radiographic axial spondyloarthritis ijnr-axSiji with objective signs of inﬂammation.  CONTRAINDICATION S  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction. such as anaphylaxis,"
IX-HCP-DERM 17 vs 23 Banner - 2022_p7-28.png,900,1800,"talt“z‘-  llxeklz‘umabl ‘lleCIlOli 80 mg/mL  against an lL-23  antagonist        mm INDICATION S AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for patients aged 6 years or older with moderate~to—severe plaque psoriasis (Psti who are candidates for systemic therapy or phototherapy, Taltz is also indicated for adults with active psoriatic arthritis (PEA). for adults with active anlwlosing spondylitis (AS). and for adults with active non-radiographic axial spondyloarthritis ijnr-axSiji with objective signs of inﬂammation.  CONTRAINDICATION S  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction. such as anaphylaxis,"
IX-HCP-DERM 17 vs 23 Banner - 2022_p8-32.png,900,1800,"talt“z‘-  lxekuurnabl ‘lleCthli 80 mg/mL  and a TNFi        mm INDICATION S AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for patients aged 6 years or older with moderate~to—severe plaque psoriasis (PsO) who are candidates for systemic therapy or phototherapy, Taltz is also indicated for adults with active psoriatic arthritis (PEA). for adults with active anlwlosing spondylitis (AS). and for adults with active non-radiographic axial spondyloarthritis ijnr-axSiji with objective signs of inflammation.  CONTRAINDICATION S  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction. such as anaphylaxis,"
IX-HCP-DERM 17 vs 23 Banner - 2022_p9-36.png,2184,270,"INDICATION S AND IMPORTANT SAFETY INFORMATION  Taltz is incﬁwted for patients aged 6 years at older with moderate-to-sevete plaque , psoriasis (P50) who are candidates to:                talt‘E See how this lL—17A  Ifixekizumab' inaction ' .80 J 1 antagonist performed"
IX-HCP-DERM 17 vs 23 Banner - 2022_p10-40.png,2184,270,"INDICATION S AND IMPORTANT SAFETY INFORMATION  Taltz is incﬁwted for patients aged 6 years at older with moderate-to-sevete plaque , psoriasis (P50) who are candidates to:                talt‘E against an IL-23  Ifixekizumabﬂnjecﬁon antagonist BOmg/hl"
IX-HCP-DERM Patient Banner - 2022_p0-8.png,1200,1280,"PP-lX—US—5536 W60X600     PPVIXVU575536 © Lllly USA‘ LLC 2022 All llghts leserved     taltz mew: mm H ”95mm mm  TaUZ \s mdwcated for panama wnh modera‘e (0 severe P50 See what Taltz can do, even m chatlengmg body areas  LEARN Man:        mam-m  m Imnumm           Inducauons  mu .5 mdwahed mr patients aged 5 years urnmerwllh mndeml: m SEVEN maque Dsunasxs mu m are (animals fur Systemw (heavy mnmmmw nan: ‘5 m Inmmled furadulls Mm adult vsanah: mun; rpm. furadulls Mm amve ank‘ilusmq Enundvlms m5» and furadulls mm active mam-1mm axlal spundymanhnns (NaxSDN Mm ahlmwe sum a! mﬂammatmn           Last Madlﬂed 25 Jul 2022 8 22 AM"
IX-HCP-DERM 17 vs 23 Banner - 2022_p11-44.png,2184,270,"INDICATION S AND IMPORTANT SAFETY INFORMATION  Taltz is incﬁwted for patients aged 6 years at older with moderate-to-sevete plaque , psoriasis (P50) who are candidates to:                taltz and a TNFi  Ifixekizumab) injection BOmg/hl"
IX-HCP-DERM 17 vs 23 Banner - 2022_p12-48.png,282,1268,"mucnms nu: IMRYAIY sum urns-mm  m; 3 mm»: mom-ms am Evan wmmm mumla4n-Mvvre plum muman501m an ummes m Systemic Mliuy ur mmnmelivv Tan: IS alsn nnacmeumrauuus mm mm mums me «Pm rm mus mm acme Mky‘osmgsmndyms «57, em lm auunswln mu. nemuumgnmu am! svmnymmm [m-iISM) mm ammvl signs at .mmmuun  couvﬁulucnms  rm ‘5 :nnummulw m plums mm a KIM-ms s-mus ny ensmy In men em .1 AnanMim m mhzumlh mm my mum mums  wartime: Am) mums  Hummus  m2 may umase we risk «11 mam-2n m mm mals n! mun oat-ems wnh new psmass me m2 umun had a mgmrmn alum-mam Inn Im guano um» 1275. vs 23%» Asmuav nuns. m nst wmmun m «an m Dilulw-canbn‘hd mus Mnaunnmms mm vsonm: mun: nmusmu sumayms Iwrls mmmphlcaxﬁl sawmiumvns and mum pausemswnn plaque psuuays Serums ""dealers nave Manned mslma pauems m seek mmeaxauvuee a sun: at Symmmi umuuealry lmpwimmmﬂlc w mu. mmmn mu: nu smus wet-mm mumps, msconlmul nnz unmm- mm"" mum mnem-m Evumm lor l'uhnmulosu  Evauale nauems luv muscuhsls may uweemn pm to umeung uemem m. Tan: Du um Mmmsm m 9mm mm mm 73 xM-cmn mmm mmm m hum 13 war no .amu-mmu Tau: Clowv mommy Flt-ms veeewmu M: “11st m swmnemseu acme 1: uurme and me: Vrmnenl ummmmky  8mm nyp-mnsmy lemons mauang Inlweuaml me ume n: (each <01W1‘wwnea u we m2 ymun u. mum Duals Anunyums mmdng uses ream u: hnsmﬂzauun has been waned m wsuuavkem use wvm Yallz Ilz senuus n‘ioevsersmvm madmn mus msoamrvue Yanz wmmaluy and mum. mammals mum  Inllmlnzlmy Bowel mseese  Pattenls henna mm Tan: mzy be alan vncveased nsk mmnznmawy nuwe‘ msease m dmmalmals cums mass and mwawe mus Indmmg exanerhanuns mm ax : gveaw mummy m ms nu: group mu m. mambo umun mum; mz Irv-mm manna! pawns lur «um or mum-«nus m mum-wry bow-l disease am: :1 mo mus aswmnue m2 and mmi‘e awn-mm: men-m mamemenl  bummnmuul  Pneno mung mm mm m; comm-r camreum om uwpmume \mmumnllnns mum-n; u: mnem-mmunuauw quuemes Avwd use at Irve vamm m menus vealed wlm Yanz was; mums  Mm mmmun nurs- mmm MIN-13mm“ my run: nemm Ive menu-u sm mamas, was. mswmwvacl memms nausea and me: mledmns ovemu, me salew memes men/ed In sum] nanemswm nsmaueamnns ankylasmq swmnms Mammy-pm mllspnnoymannnns‘ and pmme Dawns wnh mau- nsunaixswun cmsvslenlwlm m- szmy mm. n “all Dammiwnh unau- 050mm mm «mm rmmlumzi andmmundrvm; m pswauc mums arm cvrwndws mmenza am ""man: m 92mm mums  Muse see MI minimum and mm mmmz see W: muudeu my. me ueme  ‘x new st wwwzuza mtf .s . lawn-m} muamm men a hanged by EM my and Cumwny In subndlam summits  PP-Ix-us-sszvnmuzzg. us; gm: Au MM"
IX-HCP-DERM Nail and Scalp Display & EHR Banner_p0-8.png,1200,1280,"PP-lX—US—5293 W60X600     PPVIXVUSVS293 © Lilly USA, LLC 2022. All lights leserved.  talt‘i  il-lrl'HHi l  About 30% of people with Pso also have PsA. Scalp and nail psoriasis often  are predictors of a patient developing PsA].  SEE THE DATA  MM  lndkarions and important salety inlorniation  ER: is indium m vltlgms Bird 5 yam m oldev m». mndevakmsevem Phat-e mm; (P30) m are (miners m mum than” in pwkmvy ER: is also indium hi adult um. um pennant mm (mi hi adult um. um “mating swaying (as)     Last Modiﬁed 20 An! 2022 2:41 PM"
IX-HCP-DERM Nail and Scalp Display & EHR Banner_p1-12.png,1200,1280,"PP-lX—US—5293 W60X600,ehr     PPVIXVUSVS293 © Lilly USA, LLC 2022. All lights leserved.  talt‘i  il-lrl'HHi l  About 30% of people with Pso also have PsA. Scalp and nail psoriasis often  are predictors of a patient developing PsA].  SEE THE DATA MM  lndkarions and important salety inlorniation  ER: is indium m vltlgms Bird 5 yam m oldev m». mndevakmsevem Phat-e mm; (P30) m are (miners m mum than” in pwkmvy ER: is also indium hi adult um. um pennant mm (mi hi adult um. um “mating swaying (as)     Last Modiﬁed 20 An! 2022 2:41 PM"
IX-HCP-DERM Nail and Scalp Display & EHR Banner_p2-16.png,1200,1280,"PP-lX—US—5293 2‘l 0X600,ehr     PPVIXVUSVS293 © Lilly USA, LLC 2022. All lights Ieserved.  talt""z  M Am ‘r‘  About 30% of people with P50 also have PsA. Scalp and nail psor' ' often are  pred :tors of a patient developing  PsAl.  SEE THE DATA  MM  lndkanons and Important Salary lnlormarion  mu lg Mum m laments iwd s yam m nldev m». magnetwmm Plaque [mm (m) m m names m symmm (heavy m ”when” all: “a: Mum m adults um. um [swam mm (m) mamm‘mmmawwm saw“ (A5) and hvadults um. um mrrvadmgvavhlz ml mwmmmg Imus») m». ""mm“ m M wﬂammatmn     Last Modiﬁed 20 An! 2022 2:41 PM"
IX-HCP-DERM Nail and Scalp Display & EHR Banner_p3-20.png,1200,1280,"PP-lX—US—5293 300x250     PPVIXVUSVS293 © Lilly USA, LLC 2022. All [igms Ieserved.  5 Abnul 3w, nf penple with taltz' P50 alsn have pm. Sralp Wm‘mdm and nail psnriasis nflen are ‘ predidurs nf a patient (levelnping  5:: ms mm  Indkarions and Important Salary Inlormarion  mu ‘5 Mum m pawns aged 5 yam m n‘dev m». as m     Las‘ Modiﬁed 20 An! 2022 2:41 PM"
IX-HCP-DERM Nail and Scalp Display & EHR Banner_p4-24.png,1200,1280,"PP—lX—US—5293 300x600     PPVIXVUSVS293 © Lilly USA, LLC 2022. All lights ieserved.  About 30% of people w h Ps0 also have PsA. Scalp and nail psoriasis often are  predictors of a patient  develop 9 PsAl.  u M In K3“ 5 and Important Salary lnlorma on m: I; Mama w pawns we 5 year: In ""Ida m». mﬁyamwmm plaque mm; (m) m m (mam w mm om” m pwmw m: Is .Im Mama In, =4qu m». Km [swam mm In) Imam mwm ankylnsmgspnndyhms (AS) “I In, =4qu m». Km ~1dequ mI  mwmmg (nraxSMl m». nh‘xtwe m M Irﬂammatmn  CONTRAINDICATIONS  SEE THE DATA     Last Modiﬁed 20 An! 2022 2:41 PM"
IX-HCP-DERM Nail and Scalp Display & EHR Banner_p5-28.png,1200,1280,"PP—lX—US—5293 3WOX263,ehr     PPVIXVUSVS293 © Lilly USA, LLC 2022. All [igms Ieserved.  5 About 30% of people willlIXI taltz‘ ps0 o have psA. sralp and - 'lw nail psoriasis one"" are  pred' tors of a pa 'em  developing psAl.  SEEYHE pm  J  ""M  Indkarions and imporrarrr Salary iniormarior.  m1 is Mum ray patients iwd s yam m p‘dev m». mdevakmsevem phat-e Nuns: (m) Ma are     Las‘ Modiﬁed 20 An! 2022 2:41 PM"
IX-HCP-DERM Nail and Scalp Display & EHR Banner_p6-32.png,1200,1280,"PP-lX—US—5293 728x90 m        , . m I 4. About 30% of people with P50 “mum _ ta t2 al have psA. Smlp and nail ' Ind-«a o_ns and Imvortanr salary H “H“ psorla ' often are predidors of In'ormam"" a patient developing ml. ‘1 ﬁthmﬁxtﬁmﬁx     PPVIXVUSVS293 © Lilly USA, LLC 2022. All [igms Ieserved. Las‘ Modiﬁed 20 An! 2022 2:41 PM"
IX-HCP-DERM Nail and Scalp Display & EHR Banner_p7-36.png,1200,1280,"PP-lX—US—5293 728x90,ehr 5566,,        , . m [1 I 4. About 30% of people with P50 “mum _ ta t2 al have psA. Smlp and nail ' Ind-«a o_ns and Imvortanr salary H “H“ psorla ' often are predidors of In'ormam"" a patient developing M]. v ﬁthmﬁxtﬁmﬁx     PPVIXVUSVS293 © Lilly USA, LLC 2022. All [igms Ieserved. Las‘ Modiﬁed 20 An! 2022 2:41 PM"
IX-HCP-DERM Nail and Scalp Display & EHR Banner_p8-40.png,1200,1280,"PP-lX—US—5293 960x63,ehr 5566,,  m >3     About soul. of people witn pso also have PsA. Stalp and nail psotiasis  often are ptedittots of a patient developing psAl. '""di‘a‘ior's and Impor‘anr Sa'erv lnlonnation  EEEYHE om        PPVIXVUSVS293 © Lilly USA, LLC 2022. All ligms leserved. Las‘ Modiﬁed 20 An! 2022 2:41 PM"
IX-HCP-DERM Nail and Scalp Display & EHR Banner_p9-44.png,1200,1284,"PP-IX—US-5293 \S‘     PPe‘XeUSeS293 (S Lllly USA‘ LLC 2022 All ""ng reserved     Ind e ons and Important Seaeey Inlurma on  Yam rs rrrdreered rdr Danems aged 5 yeers nrmderwuh madevateetueseverﬁ medue psdrresrs wsm whn ere eerdrdeeesrdrmterrrre merepy er Dhnmthevapy Tam rs erse rndreeted «dreduus wuh eerrue merretre annvms KP: «er admts wuh amve aﬂk‘ﬂnsmq spendyutrs ms) and «er admts wuh eetrue nanevaqurapmz exrer spendyrdennrrtr aneaxSDN wrtn emeetwe srers e: rmemmetm  counummcmous  Yam rs (ammmmcaxed m netrerus wuh e Drewnus Serum nypersensrerurty reanmn. Sum es enennyrexrs ed rxekrzumen m m eny Dime exemrents  wmmmcs AND nicAImous Inveeuem  Yam mey muease tne nsk enmeerrdr m zhma‘ ma‘s m admt netrents wrm D‘auue pserresrs {he Takz qreup nadr mqher reee dnnreerrdrrs than the mantra grew (27% v: mm A srrmrer mereese m nsk M rmeetrdrr wasseen m D‘acebuemnthed Ma‘s a: 3mm petrenes wrm psdrretre ammns anky‘asmq Spandyhtxs‘ nnneradmgraDm: exrer spdrdymermrrers, and Demam: peeremswrtn Waque vsdrresrs Serums rmeerrdrs have neeurred \nsxmd Danems tn Seek memza‘ eduree wsrdns er symvmms er errmeeuyrrrrpereertemdmedreeutermeeerereeeur we sevmus mfemon deuemps. msmntmue Yakz \mm tne rrweetum resumes  Pre—‘lru'mem Evaluuklun vermeeeeuuem  Evamate eetrenes «errueereumsrs may rmeerrdn Dnurm mmannq tveatment wrm Yam ud net edrmmsrerte Danems wrtn eetrue m mfemnn the treetment d: retentmprrdrteedmrmsrermqreru C‘use‘ymummr Danems reeerumd Yam «er s‘qns and symptdmser amve m durmq and evter Kveatmem  H‘Iwﬂlemltlvlty  Serums hypersensmwty veaumns mduqu erdmedeme and umeerre reeen ed M. eeeurred m the ten dreup rr (hmca‘ ma‘s Anepnyrexrs. mdudmg eeses \eaqu te nasmxahzannnr has been reperted m Dustemarketmq use wrtnmu v e serrdus hypersersrtrurty reeetrdr Dams drsedntrnue Yam \mmematE‘y and rmtrete EDDmDnaKe tnereny  Inn-mmetary Bowel meeese  Panemstveated wuh rem may be er in mereesed HSK e: rruemrrretery hawe‘ drseese In (hmca‘ ma‘s. (mm s msease and ukeratwe (mms mduqu exacerbatmns‘ eeeurred et a dreeter :requerrey m tnereru gmuv than er weeeee drdup Durmg Tam ereeemem, merrtdr perrertst onsu nr exacerbatmns er rruemmetnry buwe‘ drseese er mu utzursr drseenernue Ten; and mum! ewmnrrete mema‘ managemem  lmmunlz-tlnn:  Prmrm mmatmg merepy wrm Takz. (nnsu‘lermmv‘etmn aH aqeeapvmvhate rrrrmumzerrers eeeerdmd te eurrem rmmumzetrdn qmdehnes Avmd use d: We vatzmes m Danems treeted wrm tern  mavens: IEACIIONS  Mdstedmmen eduerse reeerrers [21%] esseereeed wrtn Yam rreermert ere m‘emnn srte reeetums, upper resprreedry rreee rrreetrdrrs nausear and tree miemnns auereu. tne sereuy eremes absemed m adu‘t Dauems mt vsdrrerre anhrms anky‘asmq Spandyhtxs‘ rdr radmgranh exrer spandymanhrms, and pedreme Danems wrtn medu. vsdrresrs were eensrsrert mm me se:ety prdme m admt Danems wrtn medue eserresrs, wuh the exeeperer M rruuerue and zumunnwms m pserretre anhrms and eerrunetrurtrs mnuerze and umzana m Demam: Dsnnas pueeee lee mu Prenrlblng lnlnrm-tlnn and Meme-den Gulde wen-m. see Inetmenens per I'm lnduded mu. the Hawks.  rx ncp rsr nmmm  REFEREucE WHSDHFC em rnerdeneeerdmrmeer Premdms er pserretre Anhrms m Pauems mm psdrresrs r Punmatmneﬁased study Armrrtrs Rheum 2009mm 2:: m  tertzD s e redrstered trademark uwned er neensed by EM my and (nmnany, rrssunsrdrerres er amhates  Welxeussui nsrmz suuy use. us 2012 AH ﬁghts reserved       Last Modlﬁed 20 Apr 2022 2 41 PM"
IX-HCP-DERM Patient Banner - 2022_p1-12.png,1200,1280,"PP-lX—US—5536 2W 0X600     PP5|X5U555536 © Lllly USA. LLC 2022 All llghts leserved     taltz mew: mam uueuhuw mum/ml Tal‘z IS \ndlcamd for pallems wnh modera‘e to severe P50. See what Taltz can do, even m challengmg  body areas. A v  LEARN MORE        mam-um 5...: mm... sum  lnfummum  Induauons  mu .5 mdwakd r... patients am 5 Years unmemm mmerahetn 55.5.5 Wanna p5....55.5 (P50? m... are (animals 7... Systemw therapy ... Dhnmmemﬂy mu .5 5.5.. New m. mm um. 55...: p5....5..5 mm YPSN. «5.5.1....5 um. amv: ankylusmq spum‘lyhhs ms. 5.... r... we wm. 55m narwadlaqravnl: am. spundymanhnlls (NaxSDA) m... nblemv: 5.5.5 0f Inﬂammahun  CONTRAINDICATIONS mu .5 mmmnm .n Datxenls mm     a v.5 ..5 55......5 hynersensm’vﬂny        Last Mcdlﬂed 25 Jul 2022 8 22 AM"
IX-HCP-DERM Patient Banner - 2022_p2-16.png,1200,1280,"PP-lX—US-5536 300x250 “94422,,  4‘, Tal|z ‘5 Indl(a|ed for penems taItZ wuh moderate m severe P50 Uxewzumab) 5:: mm mu can an, even m  wedmn chaLLengmg may areas  W o  mu .5 mumea mr Dahems aged 5 years nrn‘derwxm mnaeme m SEVEN mauve DSunasxs mu m are (anmdalesfurimemw therapy nr Dnnmmemﬂy mu .5 m Indmated furadulls mm arm/E mum mm rpm. furadulls mm amv: ankylasmq Smndylms ms»              PPVIXVU575536 © Lllly USA‘ LLC 2022 All llghts leserved Last Madlﬂed 25 Jul 2022 8 22 AM"
IX-HCP-DERM Patient Banner - 2022_p3-20.png,1200,1280,"PP-lX—US—5536 300x600     PP5|X5U555536 © Lllly USA, LLC 2022 All llghts leserved     taItE  (ixekizumabiiniection 80mg/mL Taltz is indicated for patients with moderate to severe P50. See what Taltz can do, even in challenging body areas.  LEARN MORE           Indications and lmpnnanl Safﬂy Infurmatinn  Induauons  mu .5 inﬂamed r... patients am a years nrniderwim mndeml: m 55.5.: Diana: p5....55.5 .v5a. wha are (andidalesfursystemw ""may ... Dnnmmemﬂy Vain .5 5.5.. Indiated 7... mm mm active mum mm in... v... 5.1....5 um. amv: ankylusmq Swndylms ms». and v... 5.1....5 mm 55...: mmmgmpm 5m. spunﬂyinanhnlls (NaxSDA) wllh nblemv: 5.5.5 .7. inﬂammatmn  CONTRAINDICATIONS  mu .5 (minimalism .n patients mm a Human: 55....“ Wpemnsllmty mm... 5.40. .55 ananhylaxis, .5 mm...“ win any 5.0.5 “we.“     WARNINGS AND ancAunous     Last Mcdlﬂed 25 Jul 2022 8:22 AM"
IX-HCP-DERM Patient Banner - 2022_p4-24.png,1200,1280,"PP-lX—US-5536 3W OX263     PPVIXVU575536 © Lllly USA‘ LLC 2022 All llghts leserved     «a TaLtzwsmdlcatedforpahents taltz wxlh moderate Io severe P50, (\Xeszumab) See what Taltz can do. even mum m chalLengmg budyareas.  mm A LEARN MORE v  In (at us  mu .5 mdwahed mr patients am a years nrmderwm mndeml: m SEVEN maque DSunasxs mu m are (anmdalesiursystemw therapy nr Dnnmmemﬂy mu .5 my» mama furadulls mm active mum mm (KM furadulls mm active ankylusmg Smmdylms ms», and m mm; mm amve mmammam axlal snnnd luamrms           Last Madlﬂed 25 Jul 2022 8 22 AM"
IX-HCP-DERM Patient Banner - 2022_p5-28.png,1200,1280,"PP-lX—US—5536 728x90 “94422,,  TaLtzwsmdlcated for ahentswllh taltz mudemememé‘so,     WETQMZD) See what Taltz can do. even m  mm chauengmghodyareas  mu .5 mdwahed mr patients am a years nr maemm mndelak on seven: menu: Dsunasxs mu m are :am‘lldaks fur  513mm hers nr “hummer: mu .5 alsn        PPVIXVU575536 © Lllly USA‘ LLC 2022 All llghts leserved Last Madlﬂed 25 Jul 2022 8 22 AM"
IX-HCP-DERM Patient Banner - 2022_p6-32.png,1200,1280,"PP-lX—US-5536 960x63 994,26,           talt‘E TaLtz \s mdlcated for pahentswllh moderate Io severe P50, Wekmmah‘meﬂm SeewhatTaltzcando.evenmchaﬂengmgbodyareas, '"" H mm        PPVIXVU575536 © Lllly USA‘ LLC 2022 All llghts leserved Last Modlﬂed 25 Jul 2022 8 22 AM"
